Sigla da IES,Ano,Código da Área,Área de Avaliação,CPC Contínuo,CPC Faixa
UNIJUI,2017,5806,ENGENHARIA ELÉTRICA,2.9229,3
PUCSP,2017,5806,ENGENHARIA ELÉTRICA,3.088,4
UERJ,2017,5806,ENGENHARIA ELÉTRICA,2.7722,3
UFMA,2017,5806,ENGENHARIA ELÉTRICA,3.0038,4
UFAC,2017,5806,ENGENHARIA ELÉTRICA,2.699,3
UNIFOR,2017,5806,ENGENHARIA ELÉTRICA,2.0336,3
UNIFOR,2017,5806,ENGENHARIA ELÉTRICA,2.7694,3
UNIFOR,2017,5806,ENGENHARIA ELÉTRICA,3.4585,4
UFPA,2017,5806,ENGENHARIA ELÉTRICA,2.7177,3
UFPA,2017,5806,ENGENHARIA ELÉTRICA,,SC
UFPA,2017,5806,ENGENHARIA ELÉTRICA,2.5374,3
UFRN,2017,5806,ENGENHARIA ELÉTRICA,3.1733,4
UFPR,2017,5806,ENGENHARIA ELÉTRICA,2.7314,3
UFPR,2017,5806,ENGENHARIA ELÉTRICA,2.9293,3
UFF,2017,5806,ENGENHARIA ELÉTRICA,2.5144,3
UFF,2017,5806,ENGENHARIA ELÉTRICA,2.4387,3
UFES,2017,5806,ENGENHARIA ELÉTRICA,3.5263,4
UFMG,2017,5806,ENGENHARIA ELÉTRICA,3.5365,4
UFJF,2017,5806,ENGENHARIA ELÉTRICA,2.4391,3
UFJF,2017,5806,ENGENHARIA ELÉTRICA,3.6714,4
UFJF,2017,5806,ENGENHARIA ELÉTRICA,3.5199,4
UFJF,2017,5806,ENGENHARIA ELÉTRICA,3.3573,4
UFJF,2017,5806,ENGENHARIA ELÉTRICA,3.6878,4
UFJF,2017,5806,ENGENHARIA ELÉTRICA,3.2166,4
UFBA,2017,5806,ENGENHARIA ELÉTRICA,3.22,4
UFPB,2017,5806,ENGENHARIA ELÉTRICA,3.1745,4
UFPE,2017,5806,ENGENHARIA ELÉTRICA,3.1299,4
UFPE,2017,5806,ENGENHARIA ELÉTRICA,3.1492,4
UFRGS,2017,5806,ENGENHARIA ELÉTRICA,3.3685,4
UFRGS,2017,5806,ENGENHARIA ELÉTRICA,3.3452,4
UFSM,2017,5806,ENGENHARIA ELÉTRICA,3.377,4
UFC,2017,5806,ENGENHARIA ELÉTRICA,3.1281,4
UFC,2017,5806,ENGENHARIA ELÉTRICA,3.1599,4
UFG,2017,5806,ENGENHARIA ELÉTRICA,3.1638,4
UFSC,2017,5806,ENGENHARIA ELÉTRICA,3.4781,4
UFSC,2017,5806,ENGENHARIA ELÉTRICA,3.7821,4
UFRJ,2017,5806,ENGENHARIA ELÉTRICA,3.0941,4
UTFPR,2017,5806,ENGENHARIA ELÉTRICA,3.1412,4
UTFPR,2017,5806,ENGENHARIA ELÉTRICA,3.0845,4
UTFPR,2017,5806,ENGENHARIA ELÉTRICA,3.0467,4
UTFPR,2017,5806,ENGENHARIA ELÉTRICA,3.2439,4
UTFPR,2017,5806,ENGENHARIA ELÉTRICA,3.5156,4
UTFPR,2017,5806,ENGENHARIA ELÉTRICA,3.0137,4
UTFPR,2017,5806,ENGENHARIA ELÉTRICA,3.0639,4
UTFPR,2017,5806,ENGENHARIA ELÉTRICA,3.419,4
UFERSA,2017,5806,ENGENHARIA ELÉTRICA,3.605,4
UFERSA,2017,5806,ENGENHARIA ELÉTRICA,3.4452,4
UFERSA,2017,5806,ENGENHARIA ELÉTRICA,3.1095,4
CEFET/RJ,2017,5806,ENGENHARIA ELÉTRICA,2.518,3
CEFET/RJ,2017,5806,ENGENHARIA ELÉTRICA,2.6129,3
CEFET/RJ,2017,5806,ENGENHARIA ELÉTRICA,2.7247,3
CEFET/MG,2017,5806,ENGENHARIA ELÉTRICA,2.9373,3
UFTM,2017,5806,ENGENHARIA ELÉTRICA,3.4501,4
UNIFEI,2017,5806,ENGENHARIA ELÉTRICA,3.2279,4
UNIFEI,2017,5806,ENGENHARIA ELÉTRICA,3.18,4
IFBA,2017,5806,ENGENHARIA ELÉTRICA,2.3916,3
IFBA,2017,5806,ENGENHARIA ELÉTRICA,2.5999,3
IFMA,2017,5806,ENGENHARIA ELÉTRICA,2.5592,3
IFMA,2017,5806,ENGENHARIA ELÉTRICA,3.894,4
ITA,2017,5806,ENGENHARIA ELÉTRICA,4.0293,5
UNIOESTE,2017,5806,ENGENHARIA ELÉTRICA,3.0778,4
CESMAC,2017,5806,ENGENHARIA ELÉTRICA,1.8393,2
IME,2017,5806,ENGENHARIA ELÉTRICA,4.509,5
IME,2017,5806,ENGENHARIA ELÉTRICA,4.2235,5
IME,2017,5806,ENGENHARIA ELÉTRICA,4.4085,5
UFPEL,2017,5806,ENGENHARIA ELÉTRICA,3.7565,4
FESP,2017,5806,ENGENHARIA ELÉTRICA,2.8124,3
Católica em Jaraguá,2017,5806,ENGENHARIA ELÉTRICA,3.1762,4
FPD,2017,5806,ENGENHARIA ELÉTRICA,2.9551,4
UVV,2017,5806,ENGENHARIA ELÉTRICA,3.8818,4
UNITAU,2017,5806,ENGENHARIA ELÉTRICA,2.3131,3
USF,2017,5806,ENGENHARIA ELÉTRICA,2.7018,3
USF,2017,5806,ENGENHARIA ELÉTRICA,3.0314,4
UNIDERP,2017,5806,ENGENHARIA ELÉTRICA,2.1281,3
FACENS,2017,5806,ENGENHARIA ELÉTRICA,3.2168,4
FINOM,2017,5806,ENGENHARIA ELÉTRICA,2.9763,4
UFMS,2017,5806,ENGENHARIA ELÉTRICA,3.2456,4
UNIR,2017,5806,ENGENHARIA ELÉTRICA,2.0168,3
UNICEP,2017,5806,ENGENHARIA ELÉTRICA,2.3183,3
UNP,2017,5806,ENGENHARIA ELÉTRICA,2.6224,3
UNEMAT,2017,5806,ENGENHARIA ELÉTRICA,2.508,3
,2017,5806,ENGENHARIA ELÉTRICA,2.4392,3
UESPI,2017,5806,ENGENHARIA ELÉTRICA,2.0132,3
UNIC/UNIME,2017,5806,ENGENHARIA ELÉTRICA,2.4805,3
UFRR,2017,5806,ENGENHARIA ELÉTRICA,3.1674,4
ESTÁCIO SÃO PAULO,2017,5806,ENGENHARIA ELÉTRICA,2.4707,3
ESTÁCIO SÃO PAULO,2017,5806,ENGENHARIA ELÉTRICA,1.7594,2
UNIFAP,2017,5806,ENGENHARIA ELÉTRICA,2.3754,3
UNILESTEMG,2017,5806,ENGENHARIA ELÉTRICA,3.0879,4
UNISANTA,2017,5806,ENGENHARIA ELÉTRICA,3.094,4
UNISANTA,2017,5806,ENGENHARIA ELÉTRICA,2.7444,3
UNISAL,2017,5806,ENGENHARIA ELÉTRICA,2.4895,3
UNISAL,2017,5806,ENGENHARIA ELÉTRICA,2.5649,3
UNISAL,2017,5806,ENGENHARIA ELÉTRICA,1.8677,2
UNISAL,2017,5806,ENGENHARIA ELÉTRICA,2.3242,3
UEMG,2017,5806,ENGENHARIA ELÉTRICA,1.6683,2
AEMS,2017,5806,ENGENHARIA ELÉTRICA,2.729,3
UP,2017,5806,ENGENHARIA ELÉTRICA,3.1706,4
UNILAGO,2017,5806,ENGENHARIA ELÉTRICA,2.6148,3
CESF,2017,5806,ENGENHARIA ELÉTRICA,,SC
Estácio FIB,2017,5806,ENGENHARIA ELÉTRICA,2.157,3
IESB,2017,5806,ENGENHARIA ELÉTRICA,3.0611,4
,2017,5806,ENGENHARIA ELÉTRICA,2.6297,3
FER,2017,5806,ENGENHARIA ELÉTRICA,2.5513,3
UNORP,2017,5806,ENGENHARIA ELÉTRICA,1.9293,2
UNIFSA,2017,5806,ENGENHARIA ELÉTRICA,1.9399,2
CEUNSP,2017,5806,ENGENHARIA ELÉTRICA,3.4331,4
IFPB,2017,5806,ENGENHARIA ELÉTRICA,3.2016,4
UNIJORGE,2017,5806,ENGENHARIA ELÉTRICA,3.0211,4
UNIPLAC,2017,5806,ENGENHARIA ELÉTRICA,1.8638,2
UNICESUMAR,2017,5806,ENGENHARIA ELÉTRICA,2.7709,3
IESACRE,2017,5806,ENGENHARIA ELÉTRICA,2.9367,3
MULTIVIX VITÓRIA,2017,5806,ENGENHARIA ELÉTRICA,3.27,4
UNIFACCAMP,2017,5806,ENGENHARIA ELÉTRICA,1.284,2
FAIT,2017,5806,ENGENHARIA ELÉTRICA,2.4673,3
FNM,2017,5806,ENGENHARIA ELÉTRICA,2.0476,3
FNM,2017,5806,ENGENHARIA ELÉTRICA,1.2594,2
FAM,2017,5806,ENGENHARIA ELÉTRICA,2.2803,3
FAG,2017,5806,ENGENHARIA ELÉTRICA,2.5122,3
,2017,5806,ENGENHARIA ELÉTRICA,3.5768,4
FAESA,2017,5806,ENGENHARIA ELÉTRICA,3.0282,4
UDC,2017,5806,ENGENHARIA ELÉTRICA,2.5737,3
ÁREA 1 WYDEN,2017,5806,ENGENHARIA ELÉTRICA,2.8364,3
,2017,5806,ENGENHARIA ELÉTRICA,1.6143,2
UNITOLEDO,2017,5806,ENGENHARIA ELÉTRICA,2.8283,3
UNINORTE,2017,5806,ENGENHARIA ELÉTRICA,2.3286,3
,2017,5806,ENGENHARIA ELÉTRICA,2.5272,3
FIEL,2017,5806,ENGENHARIA ELÉTRICA,2.3459,3
CEUN-IMT,2017,5806,ENGENHARIA ELÉTRICA,2.9312,3
CEUN-IMT,2017,5806,ENGENHARIA ELÉTRICA,3.1563,4
PIT UBERLÂNDIA,2017,5806,ENGENHARIA ELÉTRICA,2.7534,3
ALFA,2017,5806,ENGENHARIA ELÉTRICA,1.6005,2
UNINASSAU MACEIÓ,2017,5806,ENGENHARIA ELÉTRICA,2.1693,3
FADEP,2017,5806,ENGENHARIA ELÉTRICA,3.0329,4
ESTÁCIO BELÉM,2017,5806,ENGENHARIA ELÉTRICA,2.864,3
ESTÁCIO BELÉM,2017,5806,ENGENHARIA ELÉTRICA,2.7054,3
FUMEC,2017,5806,ENGENHARIA ELÉTRICA,3.1667,4
DOCTUM,2017,5806,ENGENHARIA ELÉTRICA,2.2329,3
FIAR,2017,5806,ENGENHARIA ELÉTRICA,1.7144,2
IFSul,2017,5806,ENGENHARIA ELÉTRICA,3.3818,4
UNA,2017,5806,ENGENHARIA ELÉTRICA,2.871,3
,2017,5806,ENGENHARIA ELÉTRICA,3.3314,4
,2017,5806,ENGENHARIA ELÉTRICA,1.8222,2
FAN,2017,5806,ENGENHARIA ELÉTRICA,3.475,4
FAC DE CARIACICA,2017,5806,ENGENHARIA ELÉTRICA,1.9959,3
FAC DE CARIACICA,2017,5806,ENGENHARIA ELÉTRICA,1.6214,2
FAINOR,2017,5806,ENGENHARIA ELÉTRICA,2.2265,3
UNIFANOR WYDEN,2017,5806,ENGENHARIA ELÉTRICA,2.4628,3
INTESP,2017,5806,ENGENHARIA ELÉTRICA,1.7068,2
IFES,2017,5806,ENGENHARIA ELÉTRICA,3.481,4
IFSP,2017,5806,ENGENHARIA ELÉTRICA,2.88,3
IFG,2017,5806,ENGENHARIA ELÉTRICA,2.2755,3
IFG,2017,5806,ENGENHARIA ELÉTRICA,3.2725,4
IFG,2017,5806,ENGENHARIA ELÉTRICA,2.5155,3
ESTÁCIO CURITIBA,2017,5806,ENGENHARIA ELÉTRICA,2.466,3
FPAS,2017,5806,ENGENHARIA ELÉTRICA,2.2709,3
UNILINS,2017,5806,ENGENHARIA ELÉTRICA,2.4649,3
UNILINS,2017,5806,ENGENHARIA ELÉTRICA,2.4654,3
CLARETIANORC,2017,5806,ENGENHARIA ELÉTRICA,1.8614,2
FEPI,2017,5806,ENGENHARIA ELÉTRICA,2.7725,3
FEI,2017,5806,ENGENHARIA ELÉTRICA,3.3067,4
FEI,2017,5806,ENGENHARIA ELÉTRICA,3.4532,4
FEI,2017,5806,ENGENHARIA ELÉTRICA,3.5442,4
ENIAC,2017,5806,ENGENHARIA ELÉTRICA,2.6928,3
FACET,2017,5806,ENGENHARIA ELÉTRICA,2.0079,3
FCT,2017,5806,ENGENHARIA ELÉTRICA,3.0825,4
DOCTUM,2017,5806,ENGENHARIA ELÉTRICA,2.7488,3
FPI,2017,5806,ENGENHARIA ELÉTRICA,2.7082,3
FACTO,2017,5806,ENGENHARIA ELÉTRICA,2.4709,3
UFCG,2017,5806,ENGENHARIA ELÉTRICA,3.0499,4
FIPAG,2017,5806,ENGENHARIA ELÉTRICA,1.7017,2
UNINASSAU,2017,5806,ENGENHARIA ELÉTRICA,2.3827,3
FASATC,2017,5806,ENGENHARIA ELÉTRICA,2.6844,3
FPM,2017,5806,ENGENHARIA ELÉTRICA,1.5942,2
FACTHUS,2017,5806,ENGENHARIA ELÉTRICA,2.3726,3
FPD,2017,5806,ENGENHARIA ELÉTRICA,2.2146,3
UNOCHAPECÓ,2017,5806,ENGENHARIA ELÉTRICA,3.0094,4
IFSC,2017,5806,ENGENHARIA ELÉTRICA,3.9938,5
UEA,2017,5806,ENGENHARIA ELÉTRICA,3.1403,4
IFMG,2017,5806,ENGENHARIA ELÉTRICA,2.7956,3
CESCAGE,2017,5806,ENGENHARIA ELÉTRICA,1.5968,2
,2017,5806,ENGENHARIA ELÉTRICA,3.1936,4
UNIS-MG,2017,5806,ENGENHARIA ELÉTRICA,3.0405,4
POLICAMP,2017,5806,ENGENHARIA ELÉTRICA,0.9142,1
CES-CL,2017,5806,ENGENHARIA ELÉTRICA,2.3797,3
,2017,5806,ENGENHARIA ELÉTRICA,2.5006,3
UNIFEB,2017,5806,ENGENHARIA ELÉTRICA,2.5533,3
,2017,5806,ENGENHARIA ELÉTRICA,2.4386,3
UNIFACVEST,2017,5806,ENGENHARIA ELÉTRICA,3.9101,4
UFT,2017,5806,ENGENHARIA ELÉTRICA,2.979,4
,2017,5806,ENGENHARIA ELÉTRICA,2.711,3
UNIVASF,2017,5806,ENGENHARIA ELÉTRICA,3.2144,4
UNIANCHIETA,2017,5806,ENGENHARIA ELÉTRICA,2.672,3
,2017,5806,ENGENHARIA ELÉTRICA,2.1025,3
FIP-MOC,2017,5806,ENGENHARIA ELÉTRICA,2.8808,3
PITÁGORAS-BETIM,2017,5806,ENGENHARIA ELÉTRICA,2.534,3
METROPOLITANA,2017,5806,ENGENHARIA ELÉTRICA,1.6713,2
FAB,2017,5806,ENGENHARIA ELÉTRICA,2.7243,3
UNISALESIANO,2017,5806,ENGENHARIA ELÉTRICA,3.4792,4
,2017,5806,ENGENHARIA ELÉTRICA,2.0226,3
FSO,2017,5806,ENGENHARIA ELÉTRICA,2.3272,3
,2017,5806,ENGENHARIA ELÉTRICA,2.2788,3
IFTO,2017,5806,ENGENHARIA ELÉTRICA,2.8417,3
,2017,5806,ENGENHARIA ELÉTRICA,2.2569,3
,2017,5806,ENGENHARIA ELÉTRICA,2.435,3
ETEP,2017,5806,ENGENHARIA ELÉTRICA,1.6831,2
UFABC,2017,5806,ENGENHARIA ELÉTRICA,3.4212,4
UNIFEMM,2017,5806,ENGENHARIA ELÉTRICA,2.6814,3
,2017,5806,ENGENHARIA ELÉTRICA,2.5508,3
UNIPAMPA,2017,5806,ENGENHARIA ELÉTRICA,2.7873,3
FUTO,2017,5806,ENGENHARIA ELÉTRICA,2.2155,3
FG,2017,5806,ENGENHARIA ELÉTRICA,2.1274,3
,2017,5806,ENGENHARIA ELÉTRICA,1.9335,2
ETEP,2017,5806,ENGENHARIA ELÉTRICA,1.8476,2
FACSUMARÉ,2017,5806,ENGENHARIA ELÉTRICA,2.0337,3
PIT Contagem,2017,5806,ENGENHARIA ELÉTRICA,2.0564,3
FEITEP,2017,5806,ENGENHARIA ELÉTRICA,2.6713,3
UNIARP,2017,5806,ENGENHARIA ELÉTRICA,2.2886,3
UNILAB,2017,5806,ENGENHARIA ELÉTRICA,3.2035,4
CEUPI,2017,5806,ENGENHARIA ELÉTRICA,2.4302,3
,2017,5806,ENGENHARIA ELÉTRICA,2.3581,3
Católica em Joinvile,2017,5806,ENGENHARIA ELÉTRICA,3.4122,4
UNB,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.1062,4
UFOP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.9832,4
PUCPR,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.2509,4
PUCPR,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.1453,4
FURG,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.8629,3
UCS,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.2879,4
UNISINOS,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,4.4478,5
UFU,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.9172,4
PUCRS,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.0153,4
UNICAMP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.9067,3
UNESP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.2392,4
UNIARA,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.1059,3
INATEL,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.2296,4
UNISO,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.3054,3
UNESA,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.2176,3
UNESA,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.5511,3
USJT,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.752,4
UNIFEV,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,1.785,2
UNIFIEO,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.4157,3
UNIMEP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.8473,3
UNISC,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,,SC
UNIP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.4529,4
UNIP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,,SC
UNIP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.835,3
UNIP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.1173,3
UNIP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.9129,3
UNIP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.0234,3
UNIP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.5611,3
UNIP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.4578,4
UNIP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.9928,4
UNIP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.3126,3
UNIP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.9304,3
UNIP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.9539,4
UNIP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,1.4722,2
UNIP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.996,4
UNIP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,1.9135,2
UNIP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.7851,3
UNIP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.2571,3
UNIP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.8459,3
UNIP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.5572,3
UNIP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.3895,3
PUC MINAS,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.0052,4
NEWTON PAIVA,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.0271,4
UNA,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.1797,4
UNA,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,,SC
FMU,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.6977,3
UNIFACS,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,4.4823,5
UCDB,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.0946,4
UNIT,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.1571,4
UPE,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.741,3
UNICID,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.3362,3
UNC,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.146,3
UNIAN - SP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,1.8313,2
UNIAN - SP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.6278,3
UNIAN - SP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,1.8699,2
UNIFRAN,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.0927,4
UBM,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,1.8418,2
UNIAN-RJ,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.2272,3
PUC GOIÁS,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.7378,3
PUC-RIO,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.4575,4
UNIFOR,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.7874,3
UFRN,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.0319,4
UFMG,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.4065,4
UFJF,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.3514,4
UFBA,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.1521,4
UFPE,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,4.1743,5
UFRGS,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.7017,4
UFSM,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.6303,4
UFSC,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.6439,4
UFSC,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,4.1967,5
UFRJ,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.1256,4
UTFPR,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.1043,4
UTFPR,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.1859,4
UFLA,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.3952,4
CEFET/RJ,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.8802,3
CEFET/RJ,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.9321,3
CEFET/MG,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.1237,4
CEFET/MG,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.3768,3
UNIFEI,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.1371,4
UNIFEI,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.1165,4
IFRS,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.7996,4
UFPEL,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.039,4
UNITAU,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,1.7105,2
FACENS,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.1947,4
,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.3315,3
,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,1.8538,2
UNISANTA,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.1403,4
UNISAL,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.2891,3
UNISAL,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.1518,3
UNIVATES,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.8757,3
UNIFIAN,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.0356,3
IF Fluminense,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.6324,3
IF Fluminense,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.5045,3
CEUNSP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.9956,4
FAMEC,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.5888,3
UNICESUMAR,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.1497,4
UNICESUMAR,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.7511,3
FASAR,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.3131,3
UNIPINHAL,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,1.9151,2
MULTIVIX SERRA,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.5429,3
FAG,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.1063,4
,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.8837,4
FAESA,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.3865,3
UCL,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.9252,4
ÁREA 1 WYDEN,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.0513,4
,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.0041,3
CEUN-IMT,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.3357,4
FTC SALVADOR,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.31,3
FTC SALVADOR,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.5961,3
FAJ,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.1565,4
ESTÁCIO BELÉM,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.6899,3
UNA,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.9627,4
CSET DRUMMOND,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.1879,3
CSET DRUMMOND,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.4265,3
FASB,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,1.8267,2
IFCE,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.6558,3
IFES,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.6937,3
IFSP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.7623,3
IFSP,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3.0587,4
IFG,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.2909,3
IFAM,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.807,3
IFPA,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.5402,3
FPAS,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,1.8933,2
UNILINS,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2.3086,3
CLARETIANORC,2017,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,,SC
