Sigla da IES,Ano,Código da Área,Área de Avaliação,CPC Contínuo,CPC Faixa
UFMT,2017,21,ARQUITETURA E URBANISMO,2.8917,3
UNB,2017,21,ARQUITETURA E URBANISMO,3.2611,4
UNB,2017,21,ARQUITETURA E URBANISMO,2.9394,3
UFS,2017,21,ARQUITETURA E URBANISMO,2.9489,4
UFAM,2017,21,ARQUITETURA E URBANISMO,2.4111,3
UFPI,2017,21,ARQUITETURA E URBANISMO,2.7361,3
UFOP,2017,21,ARQUITETURA E URBANISMO,3.2081,4
UFV,2017,21,ARQUITETURA E URBANISMO,3.6232,4
UEL,2017,21,ARQUITETURA E URBANISMO,2.2976,3
PUCPR,2017,21,ARQUITETURA E URBANISMO,2.6446,3
UNICAP,2017,21,ARQUITETURA E URBANISMO,2.8428,3
UCS,2017,21,ARQUITETURA E URBANISMO,2.9063,3
UCS,2017,21,ARQUITETURA E URBANISMO,1.9318,2
UNISINOS,2017,21,ARQUITETURA E URBANISMO,2.7486,3
UCP,2017,21,ARQUITETURA E URBANISMO,2.5108,3
UFU,2017,21,ARQUITETURA E URBANISMO,2.9977,4
UCPEL,2017,21,ARQUITETURA E URBANISMO,2.4239,3
PUC-CAMPINAS,2017,21,ARQUITETURA E URBANISMO,2.6364,3
UPF,2017,21,ARQUITETURA E URBANISMO,2.5883,3
PUCRS,2017,21,ARQUITETURA E URBANISMO,2.6135,3
MACKENZIE,2017,21,ARQUITETURA E URBANISMO,3.0114,4
FEEVALE,2017,21,ARQUITETURA E URBANISMO,2.5859,3
UDESC,2017,21,ARQUITETURA E URBANISMO,2.3848,3
UEG,2017,21,ARQUITETURA E URBANISMO,2.7513,3
UNICAMP,2017,21,ARQUITETURA E URBANISMO,3.5083,4
UNESP,2017,21,ARQUITETURA E URBANISMO,3.4764,4
UNESP,2017,21,ARQUITETURA E URBANISMO,3.5494,4
UEM,2017,21,ARQUITETURA E URBANISMO,4.1184,5
FURB,2017,21,ARQUITETURA E URBANISMO,2.3926,3
UNIVILLE,2017,21,ARQUITETURA E URBANISMO,2.2568,3
UNOESC,2017,21,ARQUITETURA E URBANISMO,2.5412,3
UNOESC,2017,21,ARQUITETURA E URBANISMO,2.7118,3
UNOESC,2017,21,ARQUITETURA E URBANISMO,2.3182,3
UNIVALI,2017,21,ARQUITETURA E URBANISMO,2.7928,3
UNIFEBE,2017,21,ARQUITETURA E URBANISMO,2.9546,4
UFSJ,2017,21,ARQUITETURA E URBANISMO,3.3134,4
UNIARA,2017,21,ARQUITETURA E URBANISMO,2.2549,3
UNAR,2017,21,ARQUITETURA E URBANISMO,2.9292,3
USC,2017,21,ARQUITETURA E URBANISMO,3.1155,4
CBM,2017,21,ARQUITETURA E URBANISMO,2.1814,3
UNITRI,2017,21,ARQUITETURA E URBANISMO,2.4185,3
UNIUBE,2017,21,ARQUITETURA E URBANISMO,2.5178,3
UNIRP,2017,21,ARQUITETURA E URBANISMO,2.1213,3
UNISO,2017,21,ARQUITETURA E URBANISMO,2.5489,3
FEBASP,2017,21,ARQUITETURA E URBANISMO,2.5994,3
UNESA,2017,21,ARQUITETURA E URBANISMO,2.6648,3
UNESA,2017,21,ARQUITETURA E URBANISMO,2.283,3
UNESA,2017,21,ARQUITETURA E URBANISMO,2.3177,3
UNESA,2017,21,ARQUITETURA E URBANISMO,2.3912,3
USJT,2017,21,ARQUITETURA E URBANISMO,3.1776,4
CUML,2017,21,ARQUITETURA E URBANISMO,2.5772,3
CEUNIH,2017,21,ARQUITETURA E URBANISMO,2.3091,3
CEUNIH,2017,21,ARQUITETURA E URBANISMO,2.1263,3
UNICSUL,2017,21,ARQUITETURA E URBANISMO,2.5372,3
UNIFEV,2017,21,ARQUITETURA E URBANISMO,2.4974,3
UNISANTOS,2017,21,ARQUITETURA E URBANISMO,3.0847,4
USU,2017,21,ARQUITETURA E URBANISMO,2.2256,3
FIO,2017,21,ARQUITETURA E URBANISMO,3.0431,4
UNIMEP,2017,21,ARQUITETURA E URBANISMO,2.6644,3
FACCAT,2017,21,ARQUITETURA E URBANISMO,1.8339,2
UNOESTE,2017,21,ARQUITETURA E URBANISMO,2.7376,3
UNIVAP,2017,21,ARQUITETURA E URBANISMO,2.5333,3
UNISUAM,2017,21,ARQUITETURA E URBANISMO,2.2555,3
UNISC,2017,21,ARQUITETURA E URBANISMO,2.6862,3
URCAMP,2017,21,ARQUITETURA E URBANISMO,1.6808,2
,2017,21,ARQUITETURA E URBANISMO,3.2168,4
UNINOVE,2017,21,ARQUITETURA E URBANISMO,3.1185,4
UNIP,2017,21,ARQUITETURA E URBANISMO,2.2481,3
UNIP,2017,21,ARQUITETURA E URBANISMO,2.8908,3
UNIP,2017,21,ARQUITETURA E URBANISMO,3.0911,4
UNIP,2017,21,ARQUITETURA E URBANISMO,2.817,3
UNIP,2017,21,ARQUITETURA E URBANISMO,2.5134,3
UNIP,2017,21,ARQUITETURA E URBANISMO,3.1645,4
UNIP,2017,21,ARQUITETURA E URBANISMO,2.5819,3
UNIP,2017,21,ARQUITETURA E URBANISMO,2.2097,3
UNIP,2017,21,ARQUITETURA E URBANISMO,2.2308,3
UNIP,2017,21,ARQUITETURA E URBANISMO,2.9325,3
UNIP,2017,21,ARQUITETURA E URBANISMO,2.4524,3
UNIP,2017,21,ARQUITETURA E URBANISMO,2.516,3
UNIP,2017,21,ARQUITETURA E URBANISMO,2.6779,3
UNIP,2017,21,ARQUITETURA E URBANISMO,2.5357,3
UNIP,2017,21,ARQUITETURA E URBANISMO,2.626,3
UNIP,2017,21,ARQUITETURA E URBANISMO,2.15,3
UNIP,2017,21,ARQUITETURA E URBANISMO,2.4632,3
UNIP,2017,21,ARQUITETURA E URBANISMO,3.516,4
UNIP,2017,21,ARQUITETURA E URBANISMO,2.6396,3
UNIP,2017,21,ARQUITETURA E URBANISMO,2.7922,3
CES/JF,2017,21,ARQUITETURA E URBANISMO,1.9998,3
PUC MINAS,2017,21,ARQUITETURA E URBANISMO,3.0041,4
PUC MINAS,2017,21,ARQUITETURA E URBANISMO,2.4694,3
NEWTON PAIVA,2017,21,ARQUITETURA E URBANISMO,2.9493,4
UNA,2017,21,ARQUITETURA E URBANISMO,3.1924,4
UNA,2017,21,ARQUITETURA E URBANISMO,,SC
UNI-BH,2017,21,ARQUITETURA E URBANISMO,3.1578,4
UNIPÊ,2017,21,ARQUITETURA E URBANISMO,2.177,3
UTP,2017,21,ARQUITETURA E URBANISMO,3.6748,4
,2017,21,ARQUITETURA E URBANISMO,1.3304,2
,2017,21,ARQUITETURA E URBANISMO,2.3572,3
UNAMA,2017,21,ARQUITETURA E URBANISMO,2.5286,3
UNIEVANGÉLICA,2017,21,ARQUITETURA E URBANISMO,3.0992,4
UNIFACS,2017,21,ARQUITETURA E URBANISMO,3.0927,4
UNI-ANHANGÜERA,2017,21,ARQUITETURA E URBANISMO,2.5825,3
UCDB,2017,21,ARQUITETURA E URBANISMO,2.147,3
FRB WYDEN,2017,21,ARQUITETURA E URBANISMO,2.4884,3
UNIT,2017,21,ARQUITETURA E URBANISMO,2.811,3
UNICEUB,2017,21,ARQUITETURA E URBANISMO,2.2785,3
UNICEUB,2017,21,ARQUITETURA E URBANISMO,1.4159,2
UCB,2017,21,ARQUITETURA E URBANISMO,3.1559,4
FCHE,2017,21,ARQUITETURA E URBANISMO,2.7337,3
UNICID,2017,21,ARQUITETURA E URBANISMO,3.1813,4
UNIMAR,2017,21,ARQUITETURA E URBANISMO,2.2084,3
URI,2017,21,ARQUITETURA E URBANISMO,2.6415,3
URI,2017,21,ARQUITETURA E URBANISMO,2.9214,3
URI,2017,21,ARQUITETURA E URBANISMO,2.7253,3
UNIFRA,2017,21,ARQUITETURA E URBANISMO,2.6748,3
UNIFIL,2017,21,ARQUITETURA E URBANISMO,2.5262,3
UNIPAR,2017,21,ARQUITETURA E URBANISMO,2.3832,3
UNIPAR,2017,21,ARQUITETURA E URBANISMO,2.3401,3
UNIPAR,2017,21,ARQUITETURA E URBANISMO,2.5221,3
UNIPAR,2017,21,ARQUITETURA E URBANISMO,1.9208,2
UNC,2017,21,ARQUITETURA E URBANISMO,2.134,3
UNICRUZ,2017,21,ARQUITETURA E URBANISMO,2.409,3
UNIRITTER,2017,21,ARQUITETURA E URBANISMO,2.9137,3
ULBRA,2017,21,ARQUITETURA E URBANISMO,2.2099,3
ULBRA,2017,21,ARQUITETURA E URBANISMO,3.2095,4
ULBRA,2017,21,ARQUITETURA E URBANISMO,3.1895,4
CEULJI/ULBRA,2017,21,ARQUITETURA E URBANISMO,1.7391,2
CEULM/ULBRA,2017,21,ARQUITETURA E URBANISMO,1.9832,3
CEULP,2017,21,ARQUITETURA E URBANISMO,3.2771,4
UNIAN - SP,2017,21,ARQUITETURA E URBANISMO,1.9075,2
UNIAN - SP,2017,21,ARQUITETURA E URBANISMO,1.4552,2
UNIAN - SP,2017,21,ARQUITETURA E URBANISMO,1.797,2
UNIB,2017,21,ARQUITETURA E URBANISMO,2.018,3
FAAP,2017,21,ARQUITETURA E URBANISMO,2.3954,3
UAM,2017,21,ARQUITETURA E URBANISMO,2.834,3
UNIGRANRIO,2017,21,ARQUITETURA E URBANISMO,3.0571,4
Univeritas UNG,2017,21,ARQUITETURA E URBANISMO,2.4808,3
UNESC,2017,21,ARQUITETURA E URBANISMO,2.3241,3
UNISUL,2017,21,ARQUITETURA E URBANISMO,2.4898,3
UNISUL,2017,21,ARQUITETURA E URBANISMO,2.7802,3
UNIFRAN,2017,21,ARQUITETURA E URBANISMO,2.8932,3
CSJT,2017,21,ARQUITETURA E URBANISMO,2.8745,3
UNIVALE,2017,21,ARQUITETURA E URBANISMO,1.6925,2
UNIAN-RJ,2017,21,ARQUITETURA E URBANISMO,1.9159,2
UDF,2017,21,ARQUITETURA E URBANISMO,2.8866,3
UMC,2017,21,ARQUITETURA E URBANISMO,2.4174,3
,2017,21,ARQUITETURA E URBANISMO,3.1738,4
PUC GOIÁS,2017,21,ARQUITETURA E URBANISMO,2.2851,3
PUC-RIO,2017,21,ARQUITETURA E URBANISMO,2.6528,3
UNIFOR,2017,21,ARQUITETURA E URBANISMO,2.805,3
UEMA,2017,21,ARQUITETURA E URBANISMO,2.8269,3
UFPA,2017,21,ARQUITETURA E URBANISMO,3.0124,4
UFRN,2017,21,ARQUITETURA E URBANISMO,3.6357,4
UFPR,2017,21,ARQUITETURA E URBANISMO,3.3659,4
UFF,2017,21,ARQUITETURA E URBANISMO,3.1045,4
UFES,2017,21,ARQUITETURA E URBANISMO,2.5878,3
UFRRJ,2017,21,ARQUITETURA E URBANISMO,2.9083,3
UFMG,2017,21,ARQUITETURA E URBANISMO,3.3345,4
UFJF,2017,21,ARQUITETURA E URBANISMO,2.6171,3
UFAL,2017,21,ARQUITETURA E URBANISMO,2.8609,3
UFAL,2017,21,ARQUITETURA E URBANISMO,2.51,3
UFBA,2017,21,ARQUITETURA E URBANISMO,2.6385,3
UFBA,2017,21,ARQUITETURA E URBANISMO,2.8542,3
UFPB,2017,21,ARQUITETURA E URBANISMO,2.6285,3
UFPE,2017,21,ARQUITETURA E URBANISMO,2.8888,3
UFRGS,2017,21,ARQUITETURA E URBANISMO,3.419,4
UFSM,2017,21,ARQUITETURA E URBANISMO,3.2336,4
UFC,2017,21,ARQUITETURA E URBANISMO,3.0974,4
UFG,2017,21,ARQUITETURA E URBANISMO,2.7878,3
UFSC,2017,21,ARQUITETURA E URBANISMO,3.3937,4
UFRJ,2017,21,ARQUITETURA E URBANISMO,2.9493,4
UFRJ,2017,21,ARQUITETURA E URBANISMO,1.6254,2
UTFPR,2017,21,ARQUITETURA E URBANISMO,3.0093,4
CESMAC,2017,21,ARQUITETURA E URBANISMO,2.3146,3
FAU,2017,21,ARQUITETURA E URBANISMO,0.6493,1
UFPEL,2017,21,ARQUITETURA E URBANISMO,3.1162,4
UNIUV,2017,21,ARQUITETURA E URBANISMO,1.3692,2
UVV,2017,21,ARQUITETURA E URBANISMO,3.5795,4
UNITAU,2017,21,ARQUITETURA E URBANISMO,2.258,3
UNINILTONLINS,2017,21,ARQUITETURA E URBANISMO,1.8294,2
USF,2017,21,ARQUITETURA E URBANISMO,2.7416,3
UNIDERP,2017,21,ARQUITETURA E URBANISMO,1.934,2
UNIGRAN,2017,21,ARQUITETURA E URBANISMO,3.8758,4
UFMS,2017,21,ARQUITETURA E URBANISMO,2.5777,3
UNICEP,2017,21,ARQUITETURA E URBANISMO,2.7947,3
UNP,2017,21,ARQUITETURA E URBANISMO,2.3085,3
UNP,2017,21,ARQUITETURA E URBANISMO,2.549,3
UNEMAT,2017,21,ARQUITETURA E URBANISMO,2.3033,3
UNIFACEX,2017,21,ARQUITETURA E URBANISMO,2.7824,3
FATEA,2017,21,ARQUITETURA E URBANISMO,2.2264,3
UNIC/UNIME,2017,21,ARQUITETURA E URBANISMO,2.2529,3
UFRR,2017,21,ARQUITETURA E URBANISMO,1.2521,2
UNIVAG,2017,21,ARQUITETURA E URBANISMO,3.5322,4
FAACZ,2017,21,ARQUITETURA E URBANISMO,2.8474,3
UNICEUMA,2017,21,ARQUITETURA E URBANISMO,2.4785,3
UNIFAP,2017,21,ARQUITETURA E URBANISMO,2.4727,3
CEAP,2017,21,ARQUITETURA E URBANISMO,2.0447,3
UNILESTEMG,2017,21,ARQUITETURA E URBANISMO,2.4651,3
UNISANTA,2017,21,ARQUITETURA E URBANISMO,2.4182,3
AEMS,2017,21,ARQUITETURA E URBANISMO,2.3143,3
UNIVATES,2017,21,ARQUITETURA E URBANISMO,3.1817,4
UP,2017,21,ARQUITETURA E URBANISMO,3.033,4
UNILAGO,2017,21,ARQUITETURA E URBANISMO,2.982,4
IESB,2017,21,ARQUITETURA E URBANISMO,3.2323,4
FIMCA,2017,21,ARQUITETURA E URBANISMO,2.5529,3
Estácio FIC,2017,21,ARQUITETURA E URBANISMO,2.4882,3
UNIEURO,2017,21,ARQUITETURA E URBANISMO,3.2735,4
UNIEURO,2017,21,ARQUITETURA E URBANISMO,2.8419,3
IF Fluminense,2017,21,ARQUITETURA E URBANISMO,2.7387,3
UI,2017,21,ARQUITETURA E URBANISMO,1.6386,2
UNORP,2017,21,ARQUITETURA E URBANISMO,1.9419,2
CEUNSP,2017,21,ARQUITETURA E URBANISMO,2.9594,4
UNIJORGE,2017,21,ARQUITETURA E URBANISMO,2.7473,3
MÓDULO,2017,21,ARQUITETURA E URBANISMO,2.3868,3
UNICESUMAR,2017,21,ARQUITETURA E URBANISMO,2.6122,3
MULTIVIX VITÓRIA,2017,21,ARQUITETURA E URBANISMO,3.1392,4
UniFBV WYDEN,2017,21,ARQUITETURA E URBANISMO,4.4737,5
ESTÁCIO RIBEIRÃO PRE,2017,21,ARQUITETURA E URBANISMO,2.4524,3
FATEC,2017,21,ARQUITETURA E URBANISMO,2.4728,3
,2017,21,ARQUITETURA E URBANISMO,2.6784,3
FAG,2017,21,ARQUITETURA E URBANISMO,2.6127,3
FMD,2017,21,ARQUITETURA E URBANISMO,2.5531,3
,2017,21,ARQUITETURA E URBANISMO,3.2901,4
UNASP,2017,21,ARQUITETURA E URBANISMO,2.8626,3
FAESA,2017,21,ARQUITETURA E URBANISMO,2.9867,4
UDC,2017,21,ARQUITETURA E URBANISMO,2.6734,3
UNITOLEDO,2017,21,ARQUITETURA E URBANISMO,3.0195,4
UNICURITIBA,2017,21,ARQUITETURA E URBANISMO,3.333,4
UNINORTE,2017,21,ARQUITETURA E URBANISMO,2.4662,3
FACI WYDEN,2017,21,ARQUITETURA E URBANISMO,2.7508,3
FSG,2017,21,ARQUITETURA E URBANISMO,2.5319,3
IESPLAN,2017,21,ARQUITETURA E URBANISMO,0.8808,1
,2017,21,ARQUITETURA E URBANISMO,3.2778,4
ESRC,2017,21,ARQUITETURA E URBANISMO,2.4458,3
FIEL,2017,21,ARQUITETURA E URBANISMO,2.4407,3
UNIPLAN,2017,21,ARQUITETURA E URBANISMO,1.7162,2
ALFA,2017,21,ARQUITETURA E URBANISMO,1.7771,2
,2017,21,ARQUITETURA E URBANISMO,3.7594,4
,2017,21,ARQUITETURA E URBANISMO,3.2362,4
ICF,2017,21,ARQUITETURA E URBANISMO,1.9666,3
UGB,2017,21,ARQUITETURA E URBANISMO,2.1777,3
UNI7,2017,21,ARQUITETURA E URBANISMO,3.5247,4
FUMEC,2017,21,ARQUITETURA E URBANISMO,2.3665,3
UNESC,2017,21,ARQUITETURA E URBANISMO,3.3089,4
UNINOVAFAPI,2017,21,ARQUITETURA E URBANISMO,3.079,4
,2017,21,ARQUITETURA E URBANISMO,,SC
,2017,21,ARQUITETURA E URBANISMO,1.5328,2
UNIRON,2017,21,ARQUITETURA E URBANISMO,2.3023,3
FAINOR,2017,21,ARQUITETURA E URBANISMO,2.1001,3
UNIFANOR WYDEN,2017,21,ARQUITETURA E URBANISMO,2.1919,3
,2017,21,ARQUITETURA E URBANISMO,2.7695,3
UNIFAVIP WYDEN,2017,21,ARQUITETURA E URBANISMO,2.321,3
FAMEG,2017,21,ARQUITETURA E URBANISMO,2.9562,4
UNIFG,2017,21,ARQUITETURA E URBANISMO,3.7643,4
IFES,2017,21,ARQUITETURA E URBANISMO,2.9073,3
ESCOLA DA CIDADE,2017,21,ARQUITETURA E URBANISMO,2.7648,3
UNIFEOB,2017,21,ARQUITETURA E URBANISMO,3.1156,4
UNDB,2017,21,ARQUITETURA E URBANISMO,3.1937,4
FACET,2017,21,ARQUITETURA E URBANISMO,1.7826,2
ITCSAS/CENSA,2017,21,ARQUITETURA E URBANISMO,2.0997,3
FACIG,2017,21,ARQUITETURA E URBANISMO,2.3923,3
AVANTIS,2017,21,ARQUITETURA E URBANISMO,2.7339,3
FACISAS,2017,21,ARQUITETURA E URBANISMO,2.1662,3
FCT,2017,21,ARQUITETURA E URBANISMO,2.4615,3
FAB,2017,21,ARQUITETURA E URBANISMO,2.4291,3
,2017,21,ARQUITETURA E URBANISMO,2.3547,3
FAMETRO,2017,21,ARQUITETURA E URBANISMO,2.3653,3
CUFSA,2017,21,ARQUITETURA E URBANISMO,2.3221,3
FPI,2017,21,ARQUITETURA E URBANISMO,3.1925,4
FAAO,2017,21,ARQUITETURA E URBANISMO,1.9097,2
IMED,2017,21,ARQUITETURA E URBANISMO,2.9929,4
UNIFIAM-FAAM,2017,21,ARQUITETURA E URBANISMO,2.6095,3
UNIFIAM-FAAM,2017,21,ARQUITETURA E URBANISMO,,SC
UFCG,2017,21,ARQUITETURA E URBANISMO,3.4493,4
FACREDENTOR,2017,21,ARQUITETURA E URBANISMO,3.5362,4
FAVIM,2017,21,ARQUITETURA E URBANISMO,2.5031,3
FAEM,2017,21,ARQUITETURA E URBANISMO,2.4362,3
,2017,21,ARQUITETURA E URBANISMO,2.5905,3
,2017,21,ARQUITETURA E URBANISMO,2.3441,3
UNINASSAU,2017,21,ARQUITETURA E URBANISMO,2.2923,3
FACC,2017,21,ARQUITETURA E URBANISMO,1.5751,2
,2017,21,ARQUITETURA E URBANISMO,1.9394,2
UNOCHAPECÓ,2017,21,ARQUITETURA E URBANISMO,2.7287,3
CESCAGE,2017,21,ARQUITETURA E URBANISMO,1.8395,2
FIP,2017,21,ARQUITETURA E URBANISMO,3.3331,4
UNIS-MG,2017,21,ARQUITETURA E URBANISMO,3.8264,4
UNILAVRAS,2017,21,ARQUITETURA E URBANISMO,2.4226,3
FADIC,2017,21,ARQUITETURA E URBANISMO,2.3242,3
DOMPEDRO,2017,21,ARQUITETURA E URBANISMO,1.5529,2
UNIFACVEST,2017,21,ARQUITETURA E URBANISMO,4.6834,5
UFT,2017,21,ARQUITETURA E URBANISMO,2.7014,3
UNIFORMG,2017,21,ARQUITETURA E URBANISMO,2.2597,3
SENACSP,2017,21,ARQUITETURA E URBANISMO,2.8695,3
IPA,2017,21,ARQUITETURA E URBANISMO,2.1003,3
UNIFLU,2017,21,ARQUITETURA E URBANISMO,1.5975,2
UNESC,2017,21,ARQUITETURA E URBANISMO,2.4705,3
FIP-MOC,2017,21,ARQUITETURA E URBANISMO,2.9402,3
UNISALESIANO,2017,21,ARQUITETURA E URBANISMO,3.0298,4
FACIPLAC,2017,21,ARQUITETURA E URBANISMO,2.1737,3
FAPAC,2017,21,ARQUITETURA E URBANISMO,2.6757,3
FAMA,2017,21,ARQUITETURA E URBANISMO,1.5989,2
UNILA,2017,21,ARQUITETURA E URBANISMO,1.8707,2
UNIARP,2017,21,ARQUITETURA E URBANISMO,2.358,3
UFFS,2017,21,ARQUITETURA E URBANISMO,3.0607,4
UNA,2017,21,ARQUITETURA E URBANISMO,2.8186,3
,2017,21,ARQUITETURA E URBANISMO,2.6693,3
Católica em Joinvile,2017,21,ARQUITETURA E URBANISMO,3.2036,4
UCS,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.2728,4
UNISINOS,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.1577,4
UNISINOS,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.8374,3
UNISINOS,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.9136,3
UPF,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.8436,3
UPF,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.1404,3
MACKENZIE,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.8314,3
UNCISAL,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.8466,2
FATEC SO,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.7972,3
FATEC-SP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.5283,3
FATEC-AM,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.6989,3
FATEC-BS,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.4745,3
UDESC,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.7832,3
UNICAMP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.8418,3
UNICAMP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.6138,4
UNOESC,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.3793,3
CEUCLAR,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.6419,3
FAFICA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.9516,3
UNESA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.0537,3
UNESA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.3892,3
UNESA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.9727,4
UNESA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.7052,3
UNESA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.6891,3
UMESP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.0169,3
UMESP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.235,3
USJT,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.023,4
UNIÍTALO,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.2911,3
CUML,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.3316,4
UNICSUL,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.9,3
UNICSUL,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.993,4
UNICSUL,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.528,3
UNICSUL,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.8723,3
UNIFIEO,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.9407,2
,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.4838,4
UNISUAM,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.2447,3
FIS,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.1726,3
UNISC,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.9338,3
UNINOVE,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.4332,3
UNINOVE,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.5845,3
UNINOVE,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.1124,4
UNINOVE,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.8176,3
UNINOVE,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.1019,4
UNINOVE,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.5909,3
,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.3263,2
UNIP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.5917,3
UNIP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.6479,3
UNIP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.1231,3
UNIP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.5952,3
UNIP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.6813,3
UNIP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.0836,3
UNIP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.3163,3
UNIP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.588,3
UNIP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.6225,3
UNIP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.8585,2
UNIP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.2969,3
UNIP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.5086,2
UNIP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,,SC
UNIP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.3888,3
UNIP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.3478,4
UNIP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.4575,3
