Ano,Nome da IES,Sigla da IES,Categ. Administrativa,UF da IES,IGC (Contínuo),IGC (faixa)
2015,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Pessoa Jurídica de Direito Público - Federal,RS,3.2871,4
2015,UNIVERSIDADE DO ESTADO DO AMAPÁ,UEAP,Pessoa Jurídica de Direito Público - Estadual,AP,2.2831,3
2015,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DE BRASILIA",IFB,Pessoa Jurídica de Direito Público - Federal,DF,3.3365,4
2015,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO",IFBAIANO,Pessoa Jurídica de Direito Público - Federal,BA,2.8621,3
2015,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ",IFPR,Pessoa Jurídica de Direito Público - Federal,PR,2.3564,3
2015,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,UNILA,Pessoa Jurídica de Direito Público - Federal,PR,2.8048,3
2015,Universidade Estadual do Norte do Paraná,UENP,Pessoa Jurídica de Direito Público - Estadual,PR,2.8333,3
2015,UNIVERSIDADE ALTO VALE DO RIO DO PEIXE,UNIARP,Privada sem fins lucrativos,SC,2.4214,3
2015,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,UFOPA,Pessoa Jurídica de Direito Público - Federal,PA,2.4843,3
2015,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,Pessoa Jurídica de Direito Público - Federal,SC,3.4642,4
2015,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,UNILAB,Pessoa Jurídica de Direito Público - Federal,CE,3.4273,4
2015,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Pessoa Jurídica de Direito Público - Federal,AC,1.9444,2
2015,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL",IFMS,Pessoa Jurídica de Direito Público - Federal,MS,3.293,4
2015,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAPÁ",IFAP,Pessoa Jurídica de Direito Público - Federal,AP,2.118,3
2015,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,UNIFESSPA,Pessoa Jurídica de Direito Público - Federal,PA,2.1802,3
2015,Universidade Estadual do Paraná,UNESPAR,Pessoa Jurídica de Direito Público - Estadual,PR,2.6303,3
2015,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,UFOB,Pessoa Jurídica de Direito Público - Federal,BA,3.0645,4
2015,UNIVERSIDADE FEDERAL DO CARIRI,UFCA,Pessoa Jurídica de Direito Público - Federal,CE,2.5504,3
