name,initials,state,SIAFI,year,igc_cont_value,committed,settled,paid
UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,MG,26254,2018,3.459,614835054.91,585881690.73,554267468.97
UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,RS,26278,2018,3.483,834130690.1,809076228.21,750814715.69
UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,MS,26283,2018,3.14,877163775.87,826212622.76,776310429.54
FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,RO,26268,2018,2.815,288805782.08,276037247.29,258721611.52
FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,UFCSPA,RS,26284,2018,3.858,163778835.82,142114512.33,132458139.98
UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,RR,26250,2018,2.701,232127141.41,204682147.16,191464963.04
UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,AP,26286,2018,2.58,271387445.67,187746954.62,175403452.39
UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,PB,26252,2018,3.26,807469555.49,749514960.15,690884847.13
FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,TO,26251,2018,2.903,377849811.22,338581344.84,316783909.35
FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,PE,26230,2018,3.26,224662792.75,201822441.36,191219963.9
FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,SP,26352,2018,4.022,315882182.85,277628190.39,262528974.44
UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,UFOPA,PA,26441,2018,2.952,202344499.39,176191120.21,165904005.68
UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,SC,26440,2018,3.418,279465352.02,244026211.97,229419405.35
UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,UNIFESSPA,PA,26448,2018,2.665,144236219.31,117113542.76,110532336.39
UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,UFOB,BA,26447,2018,2.962,112550784.1,103324771.12,98599774.78
UNIVERSIDADE FEDERAL DO CARIRI,UFCA,CE,26449,2018,2.807,117793226.61,102072662.88,96356872.44
UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,MT,26276,2019,3.09,717428639.86,695329363.85,688937081.43
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,26281,2019,3.135,706116783.5,528152078.65,526657514.75
UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,AM,26270,2019,2.907,754150533.67,566264703.22,560104988.26
UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,PI,26279,2019,2.814,645673286.95,587834735.35,582583118.09
UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,MG,26277,2019,3.812,412993040.1,314482351.74,310834562.49
UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,MG,26282,2019,3.909,907381652.42,658316844.6,654472451.86
UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,RS,26273,2019,3.309,501608245.56,438199064.14,436736673.75
UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,MG,26274,2019,3.687,1513300927,1132125318.84,1124252655.38
UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,MG,26285,2019,3.608,307485061.77,219064400.72,218543007.54
UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,MA,26272,2019,2.932,787507891.74,638208960.22,631100200.85
UNIVERSIDADE FEDERAL DO ACRE,UFAC,AC,26275,2019,2.79,318534682.37,244004987.92,243894298.01
UNIVERSIDADE FEDERAL DO PARÁ,UFPA,PA,26239,2019,3.135,1183638834.34,1115742350.84,1110815889.06
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,RN,26243,2019,3.607,1635114390.53,1255951466.82,1250777609.3
UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,PR,26241,2019,3.819,1679894562.99,1364630499.08,1359938074.73
UNIVERSIDADE FEDERAL FLUMINENSE,UFF,RJ,26236,2019,3.475,2240727061.11,1653571393.19,1640628623.42
UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,ES,26234,2019,3.39,1098848147.59,825511926.57,820922393.22
UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,RJ,26249,2019,3.453,657834760.04,472976540.1,472081382.5
UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,MG,26238,2019,4.044,2117525395.13,1715360618.95,1698120133.65
UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,MG,26237,2019,3.883,903901694.25,648446880.37,646087610.75
UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,AL,26231,2019,2.944,983337633.35,706637433.27,698969848.64
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,26232,2019,3.69,1935913250.53,1430730139.2,1419245742.34
UNIVERSIDADE FEDERAL DA PARAÍBA,UFPB,PB,26240,2019,3.447,1559080568.59,1288643564.52,1286923592.64
UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,PE,26242,2019,3.754,1803537553.14,1311894019.86,1307382093.01
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,RS,26244,2019,4.19,1752078526.29,1378704250.7,1370167151.18
UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,RS,26247,2019,3.796,1330925003.68,996982946.49,995153800.95
UNIVERSIDADE FEDERAL DO CEARÁ,UFC,CE,26233,2019,3.75,1465144682.38,1229536762.78,1223310194
UNIVERSIDADE FEDERAL DE GOIÁS,UFG,GO,26235,2019,3.486,1419065878.23,1073439239.94,1062297742.58
UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,SC,26246,2019,4.073,1652222801.84,1358054482.48,1349663112.75
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,RJ,26245,2019,4.042,3669627922.72,2803718616.18,2792600901.33
UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,PE,26248,2019,3.315,553048508.14,463023349.39,460028335.84
UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA,RN,26264,2019,3.398,271459742.17,197088141.92,196566423.23
UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA,UFRA,PA,26253,2019,2.994,204988299.6,175785822.99,174961930.66
UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,SP,26262,2019,4.076,1258067247.05,1003070999.57,990956665.72
UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,MG,26263,2019,3.801,323872225.32,270125158.72,269410554.43
UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,MG,26260,2019,3.36,217261434.62,161827536.55,161463494.85
UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,MG,26254,2019,3.427,553570751.43,407940165.75,405789786.85
UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,RS,26278,2019,3.464,773390775.74,592132389.57,585486060.2
UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,MS,26283,2019,3.135,813867931.81,614638437.22,612579761.23
FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,RO,26268,2019,2.768,222721597.88,204789177.23,203900622.44
FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,UFCSPA,RS,26284,2019,3.865,153268253.42,105182356.56,104504885.49
UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,RR,26250,2019,2.709,185779233.56,152434577.76,151894334.24
UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,AP,26286,2019,2.509,211076164.06,135414982.05,134835129.42
UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,PB,26252,2019,3.261,741326757.53,522909136.27,518379217.56
FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,TO,26251,2019,2.88,357021659.02,252543352.41,250894291.29
FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,PE,26230,2019,3.202,189087802.71,144875896.57,140955578.88
FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,SP,26352,2019,4.035,230369737.92,203556330.8,202248247.31
UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,UFOPA,PA,26441,2019,2.81,170904578.21,136294313.66,135495730.13
UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,SC,26440,2019,3.426,213618499.84,178582285.45,178375636.15
UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,UNIFESSPA,PA,26448,2019,2.583,108234485.23,87319679.23,87007681.85
UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,UFOB,BA,26447,2019,2.993,78390710.7,76675817.59,75342704.48
UNIVERSIDADE FEDERAL DO CARIRI,UFCA,CE,26449,2019,2.791,98605262.62,77060329.02,76739803.68
